indiv_techin_ts_code,indiv_techin_trade_date,indiv_techin_close,indiv_techin_open,indiv_techin_high,indiv_techin_low,indiv_techin_pre_close,indiv_techin_change,indiv_techin_pct_change,indiv_techin_vol,indiv_techin_amount,indiv_techin_adj_factor,indiv_techin_open_hfq,indiv_techin_open_qfq,indiv_techin_close_hfq,indiv_techin_close_qfq,indiv_techin_high_hfq,indiv_techin_high_qfq,indiv_techin_low_hfq,indiv_techin_low_qfq,indiv_techin_pre_close_hfq,indiv_techin_pre_close_qfq,indiv_techin_macd_dif,indiv_techin_macd_dea,indiv_techin_macd,indiv_techin_kdj_k,indiv_techin_kdj_d,indiv_techin_kdj_j,indiv_techin_rsi_6,indiv_techin_rsi_12,indiv_techin_rsi_24,indiv_techin_boll_upper,indiv_techin_boll_mid,indiv_techin_boll_lower,indiv_techin_cci
002594.SZ,20250814,106.37,107.37,107.5,105.79,106.83,-0.46,-0.4306,419547.93,4478119.02,3.1499,338.20476,107.37,335.05486,106.37,338.61425,107.5,333.22792,105.79,336.50382,106.83,-1.33,-1.441,0.222,59.173,43.907,89.705,51.52,45.926,44.479,113.771,107.826,101.88,5.98
002594.SZ,20250813,106.83,106.29,107.65,105.84,105.67,1.16,1.0978,459830.14,4908744.88,3.1499,334.80287,106.29,336.50382,106.83,339.08674,107.65,333.38542,105.84,332.84993,105.67,-1.443,-1.469,0.052,51.358,36.274,81.525,56.077,47.614,45.157,113.818,107.91,102.001,1.123
002594.SZ,20250812,105.67,105.4,106.43,104.7,105.52,0.15,0.1422,312195.04,3302639.1,3.1499,331.99946,105.4,332.84993,105.67,335.24386,106.43,329.79453,104.7,332.37745,105.52,-1.612,-1.475,-0.274,35.108,28.732,47.858,46.05,42.752,43.061,113.816,107.9,101.984,-37.167
002594.SZ,20250811,105.52,103.88,105.66,103.23,103.93,1.59,1.5299,356697.9,3741329.57,3.1499,327.21161,103.88,332.37745,105.52,332.81843,105.66,325.16418,103.23,327.36911,103.93,-1.687,-1.441,-0.491,25.131,25.545,24.302,44.689,42.115,42.79,113.806,107.937,102.069,-60.54
002594.SZ,20250808,103.93,105.0,105.03,103.91,105.33,-1.4,-1.3292,326614.61,3405317.25,3.1499,330.7395,105.0,327.36911,103.93,330.834,105.03,327.30611,103.91,331.77897,105.33,-1.742,-1.38,-0.725,20.525,25.752,10.07,28.835,35.101,39.885,113.831,107.907,101.983,-79.898
002594.SZ,20250807,105.33,104.27,106.43,104.16,104.35,0.98,0.9391,428762.98,4526612.77,3.1499,328.44007,104.27,331.77897,105.33,335.24386,106.43,328.09358,104.16,328.69207,104.35,-1.626,-1.289,-0.674,23.939,28.365,15.086,36.515,38.906,41.67,113.715,108.045,102.375,-71.386
002594.SZ,20250806,104.35,104.86,105.0,103.9,104.86,-0.51,-0.4864,305619.6,3184784.99,3.1499,330.29851,104.86,328.69207,104.35,330.7395,105.0,327.27461,103.9,330.29851,104.86,-1.596,-1.205,-0.783,22.011,30.578,4.877,24.837,34.338,39.864,113.697,108.07,102.442,-103.855
002594.SZ,20250805,104.86,104.88,105.21,103.78,104.88,-0.02,-0.0191,338349.86,3539636.64,3.1499,330.36151,104.88,330.29851,104.86,331.40098,105.21,326.89662,103.78,330.36151,104.88,-1.435,-1.107,-0.657,24.054,34.862,2.438,26.99,35.608,40.49,113.596,108.218,102.84,-116.159
002594.SZ,20250804,104.88,104.0,105.14,102.57,105.8,-0.92,-0.8696,412936.94,4293903.59,3.1499,327.5896,104.0,330.36151,104.88,331.18049,105.14,323.08524,102.57,333.25942,105.8,-1.261,-1.025,-0.472,26.196,40.266,-1.944,27.067,35.656,40.513,113.521,108.359,103.197,-141.829
002594.SZ,20250801,105.8,104.95,106.24,104.36,105.24,0.56,0.5321,362336.92,3816659.56,3.1499,330.58201,104.95,333.25942,105.8,334.64538,106.24,328.72356,104.36,331.49548,105.24,-1.022,-0.966,-0.113,29.322,47.301,-6.635,30.375,37.776,41.595,113.438,108.527,103.616,-115.352
002594.SZ,20250731,105.24,108.2,108.2,105.0,108.7,-3.46,-3.1831,599499.43,6344900.79,3.1499,340.81918,108.2,331.49548,105.24,340.81918,108.2,330.7395,105.0,342.39413,108.7,-0.796,-0.952,0.311,36.631,56.291,-2.688,25.773,35.641,40.671,113.44,108.689,103.937,-93.858
002594.SZ,20250730,108.7,108.05,111.16,107.12,111.42,-2.72,-2.4412,524834.27,5743878.67,3.1499,340.3467,108.05,342.39413,108.7,350.14288,111.16,337.41729,107.12,350.96186,111.42,-0.439,-0.991,1.102,53.635,66.12,28.666,39.066,44.241,44.874,113.455,108.937,104.419,-6.236
002594.SZ,20250729,111.42,112.01,112.5,109.77,111.01,0.41,0.3693,387359.84,4322742.01,3.1499,352.8203,112.01,350.96186,111.42,354.36375,112.5,345.76452,109.77,349.6704,111.01,-0.33,-1.128,1.597,69.22,72.363,62.935,59.001,53.553,48.663,113.465,108.948,104.431,64.277
002594.SZ,20250728,337.0,337.93,339.1,335.53,337.93,-0.93,-0.2752,117056.7,3947000.99,1.0376,350.63617,111.3166,349.6712,111.01025,351.85016,111.70201,348.14593,110.52603,350.63617,111.3166,-0.462,-1.328,1.733,72.315,73.934,69.078,56.195,52.163,48.029,113.209,108.834,104.46,70.37
002594.SZ,20250725,337.93,341.0,341.4,335.0,342.72,-4.79,-1.3976,157040.76,5307866.61,1.0376,353.8216,112.32788,350.63617,111.3166,354.23664,112.45965,347.596,110.35144,355.60627,112.89446,-0.582,-1.545,1.925,78.788,74.743,86.878,58.698,53.256,48.458,113.018,108.751,104.483,93.298
002594.SZ,20250724,342.72,338.08,346.54,337.63,338.07,4.65,1.3755,189063.27,6489370.1,1.0376,350.79181,111.36601,355.60627,112.89446,359.5699,114.1528,350.32489,111.21778,350.78143,111.36272,-0.758,-1.785,2.055,83.266,72.721,104.358,72.574,59.101,50.689,112.842,108.69,104.537,166.638
002594.SZ,20250723,338.07,342.09,343.0,337.0,341.69,-3.62,-1.0594,158907.35,5395840.27,1.0376,354.95258,112.68694,350.78143,111.36272,355.8968,112.9867,349.6712,111.01025,354.53754,112.55517,-1.132,-2.042,1.82,81.49,67.448,109.575,66.089,54.674,48.482,112.462,108.603,104.744,169.366
002594.SZ,20250722,341.69,335.0,342.01,333.21,334.12,7.57,2.2657,214164.17,7227731.01,1.0376,347.596,110.35144,354.53754,112.55517,354.86958,112.66058,345.7387,109.7618,346.68291,110.06156,-1.438,-2.27,1.664,81.925,60.426,124.922,78.063,59.25,50.157,113.429,108.787,104.145,190.378
002594.SZ,20250721,334.12,327.99,334.12,327.26,329.11,5.01,1.5223,153945.03,5102459.15,1.0376,340.32242,108.04229,346.68291,110.06156,346.68291,110.06156,339.56498,107.80183,341.48454,108.41123,-1.928,-2.478,1.099,73.542,49.677,121.271,67.941,51.462,46.449,113.553,108.815,104.077,94.091
002594.SZ,20250718,329.11,329.13,329.5,325.25,328.02,1.09,0.3323,136866.49,4482466.75,1.0376,341.50529,108.41782,341.48454,108.41123,341.8892,108.5397,337.4794,107.13972,340.35355,108.05218,-2.272,-2.615,0.687,60.313,37.745,105.448,56.998,45.096,43.798,113.726,108.882,104.039,19.687
002594.SZ,20250717,328.02,325.0,328.72,324.1,323.72,4.3,1.3283,156891.35,5138610.96,1.0376,337.22,107.05737,340.35355,108.05218,341.07987,108.28276,336.28616,106.7609,335.89187,106.63573,-2.509,-2.701,0.383,43.21,26.461,76.709,54.161,43.622,43.211,114.098,109.066,104.033,-4.952
002594.SZ,20250716,323.72,323.06,325.91,323.06,323.05,0.67,0.2074,110758.35,3594544.24,1.0376,335.20706,106.41832,335.89187,106.63573,338.16422,107.35713,335.20706,106.41832,335.19668,106.41502,-2.74,-2.749,0.018,24.367,18.086,36.928,41.467,37.557,40.88,114.455,109.271,104.087,-57.411
002594.SZ,20250715,323.05,318.2,325.0,318.0,318.49,4.56,1.4318,162790.94,5252631.32,1.0376,330.16432,104.8174,335.19668,106.41502,337.22,107.05737,329.9568,104.75152,330.46522,104.91293,-2.85,-2.751,-0.198,18.88,14.946,26.747,39.283,36.582,40.515,115.125,109.654,104.183,-100.436
002594.SZ,20250714,318.49,323.91,323.91,317.56,323.91,-5.42,-1.6733,172309.14,5502331.85,1.0376,336.08902,106.69831,330.46522,104.91293,336.08902,106.69831,329.50026,104.60658,336.08902,106.69831,-2.926,-2.726,-0.4,12.802,12.979,12.448,22.993,29.742,38.021,115.465,109.995,104.524,-140.398
002594.SZ,20250711,323.91,319.9,326.85,319.02,321.23,2.68,0.8343,168269.83,5456832.02,1.0376,331.92824,105.37739,336.08902,106.69831,339.13956,107.66677,331.01515,105.08751,333.30825,105.8155,-2.828,-2.676,-0.305,16.574,13.068,23.588,31.315,33.703,39.928,115.563,110.422,105.281,-115.05
002594.SZ,20250710,321.23,325.81,326.09,318.85,325.8,-4.57,-1.4027,210022.06,6741345.47,1.0376,338.06046,107.32419,333.30825,105.8155,338.35098,107.41642,330.83876,105.03151,338.05008,107.32089,-2.844,-2.638,-0.412,9.435,11.315,5.676,19.275,29.444,38.466,115.851,110.786,105.721,-147.426
002594.SZ,20250709,325.8,326.9,328.21,325.78,326.88,-1.08,-0.3304,121633.11,3969384.13,1.0376,339.19144,107.68324,338.05008,107.32089,340.5507,108.11476,338.02933,107.3143,339.17069,107.67665,-2.733,-2.586,-0.293,6.896,12.254,-3.82,25.669,32.73,40.059,116.394,111.313,106.232,-107.694
002594.SZ,20250708,326.88,327.0,329.78,325.72,328.59,-1.71,-0.5204,116918.14,3825413.67,1.0376,339.2952,107.71618,339.17069,107.67665,342.17973,108.63193,337.96707,107.29454,340.94498,108.23994,-2.704,-2.55,-0.309,9.981,14.933,0.075,27.463,33.541,40.438,117.721,111.909,106.097,-108.945
002594.SZ,20250707,328.59,329.2,330.49,328.44,331.0,-2.41,-0.7281,88207.72,2901015.56,1.0376,341.57792,108.44088,340.94498,108.23994,342.91642,108.86581,340.78934,108.19053,343.4456,109.03381,-2.665,-2.511,-0.308,11.851,17.41,0.734,30.253,34.793,41.028,118.116,112.341,106.567,-101.269
002594.SZ,20250704,331.0,332.55,334.99,329.77,334.56,-3.56,-1.0641,104103.55,3454495.46,1.0376,345.05388,109.54439,343.4456,109.03381,347.58562,110.34815,342.16935,108.62864,347.13946,110.2065,-2.633,-2.473,-0.321,17.424,20.189,11.895,34.351,36.554,41.852,118.201,112.663,107.126,-81.079
002594.SZ,20250703,334.56,330.98,335.25,330.67,330.66,3.9,1.1795,123497.81,4123732.53,1.0376,343.42485,109.02722,347.13946,110.2065,347.8554,110.43379,343.10319,108.92511,343.09282,108.92181,-2.635,-2.432,-0.405,20.436,21.572,18.166,41.226,39.245,43.077,118.98,113.14,107.301,-74.223
002594.SZ,20250702,330.66,332.0,333.86,328.93,331.34,-0.68,-0.2052,93270.11,3083342.65,1.0376,344.4832,109.36322,343.09282,108.92181,346.41314,109.97592,341.29777,108.35194,343.79838,109.14581,-2.719,-2.382,-0.674,16.534,22.139,5.325,28.087,34.396,41.273,119.746,113.572,107.398,-119.58
002594.SZ,20250701,331.34,330.3,333.35,328.79,331.91,-0.57,-0.1717,88518.04,2931303.34,1.0376,342.71928,108.80323,343.79838,109.14581,345.88396,109.80792,341.1525,108.30582,344.38982,109.33357,-2.655,-2.298,-0.715,19.906,24.941,9.834,29.03,34.84,41.492,120.245,114.064,107.882,-140.767
002594.SZ,20250630,331.91,334.24,334.24,328.59,334.24,-2.33,-0.6971,144003.44,4768270.28,1.0376,346.80742,110.10109,344.38982,109.33357,346.80742,110.10109,340.94498,108.23994,346.80742,110.10109,-2.558,-2.208,-0.7,23.354,27.459,15.145,29.727,35.189,41.671,120.366,114.47,108.573,-154.656
002594.SZ,20250627,334.24,334.0,336.72,333.44,337.44,-3.2,-0.9483,138617.49,4633461.71,1.0376,346.5584,110.02203,346.80742,110.10109,349.38067,110.91802,345.97734,109.83756,350.12774,111.15519,-2.416,-2.121,-0.591,27.179,29.512,22.514,32.376,36.563,42.384,120.24,114.806,109.371,-136.743
002594.SZ,20250626,337.44,344.31,344.31,336.83,349.27,-11.83,-3.3871,204932.14,6967640.37,1.0376,357.25606,113.41822,350.12774,111.15519,357.25606,113.41822,349.49481,110.95426,362.40255,115.05208,-2.278,-2.047,-0.463,38.313,30.678,53.584,36.052,38.454,43.361,120.519,115.248,109.978,-94.565
002594.SZ,20250625,349.27,345.99,349.73,343.02,343.38,5.89,1.7153,125738.27,4352301.72,1.0376,358.99922,113.97163,362.40255,115.05208,362.87985,115.20361,355.91755,112.99329,356.29109,113.11187,-2.176,-1.989,-0.374,45.567,26.86,82.98,55.446,46.621,47.217,120.902,115.667,110.433,-5.569
002594.SZ,20250624,343.38,341.23,346.2,341.23,338.2,5.18,1.5316,144712.59,4979495.32,1.0376,354.06025,112.40365,356.29109,113.11187,359.21712,114.0408,354.06025,112.40365,350.91632,111.40554,-2.411,-1.942,-0.938,20.312,17.507,25.923,42.644,40.891,44.878,122.095,116.049,110.002,-52.084
