trade_date,indiv_d_ts_code,indiv_d_trade_date,indiv_d_pre_close,indiv_d_open,indiv_d_high,indiv_d_low,indiv_d_close,indiv_d_change,indiv_d_pct_chg,indiv_d_vol,indiv_d_amount,indiv_adj_d_adj_factor,indiv_ind_ts_code,indiv_ind_close,indiv_ind_open,indiv_ind_high,indiv_ind_low,indiv_ind_pre_close,indiv_ind_change,indiv_ind_pct_chg,indiv_ind_vol,indiv_ind_amount,indiv_din_total_mv,indiv_din_float_mv,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb,indiv_techin_open,indiv_techin_high,indiv_techin_low,indiv_techin_close,indiv_techin_pre_close,indiv_techin_change,indiv_techin_pct_change,indiv_techin_vol,indiv_techin_amount,indiv_techin_asi_bfq,indiv_techin_asit_bfq,indiv_techin_atr_bfq,indiv_techin_bbi_bfq,indiv_techin_bias1_bfq,indiv_techin_bias2_bfq,indiv_techin_bias3_bfq,indiv_techin_boll_lower_bfq,indiv_techin_boll_mid_bfq,indiv_techin_boll_upper_bfq,indiv_techin_brar_ar_bfq,indiv_techin_brar_br_bfq,indiv_techin_cci_bfq,indiv_techin_cr_bfq,indiv_techin_dfma_dif_bfq,indiv_techin_dfma_difma_bfq,indiv_techin_dmi_adx_bfq,indiv_techin_dmi_adxr_bfq,indiv_techin_dmi_mdi_bfq,indiv_techin_dmi_pdi_bfq,indiv_techin_downdays,indiv_techin_updays,indiv_techin_dpo_bfq,indiv_techin_madpo_bfq,indiv_techin_ema_bfq_10,indiv_techin_ema_bfq_20,indiv_techin_ema_bfq_250,indiv_techin_ema_bfq_30,indiv_techin_ema_bfq_5,indiv_techin_ema_bfq_60,indiv_techin_ema_bfq_90,indiv_techin_emv_bfq,indiv_techin_maemv_bfq,indiv_techin_expma_12_bfq,indiv_techin_expma_50_bfq,indiv_techin_kdj_bfq,indiv_techin_kdj_d_bfq,indiv_techin_kdj_k_bfq,indiv_techin_ktn_down_bfq,indiv_techin_ktn_mid_bfq,indiv_techin_ktn_upper_bfq,indiv_techin_lowdays,indiv_techin_topdays,indiv_techin_ma_bfq_10,indiv_techin_ma_bfq_20,indiv_techin_ma_bfq_250,indiv_techin_ma_bfq_30,indiv_techin_ma_bfq_5,indiv_techin_ma_bfq_60,indiv_techin_ma_bfq_90,indiv_techin_macd_bfq,indiv_techin_macd_dea_bfq,indiv_techin_macd_dif_bfq,indiv_techin_mass_bfq,indiv_techin_ma_mass_bfq,indiv_techin_mfi_bfq,indiv_techin_mtm_bfq,indiv_techin_mtmma_bfq,indiv_techin_obv_bfq,indiv_techin_psy_bfq,indiv_techin_psyma_bfq,indiv_techin_roc_bfq,indiv_techin_maroc_bfq,indiv_techin_rsi_bfq_12,indiv_techin_rsi_bfq_24,indiv_techin_rsi_bfq_6,indiv_techin_taq_down_bfq,indiv_techin_taq_mid_bfq,indiv_techin_taq_up_bfq,indiv_techin_trix_bfq,indiv_techin_trma_bfq,indiv_techin_vr_bfq,indiv_techin_wr_bfq,indiv_techin_wr1_bfq,indiv_techin_xsii_td1_bfq,indiv_techin_xsii_td2_bfq,indiv_techin_xsii_td3_bfq,indiv_techin_xsii_td4_bfq,macro_shibor_on,macro_shibor_1w,macro_shibor_2w,macro_shibor_1m,macro_shibor_3m,macro_shibor_6m,macro_shibor_9m,macro_shibor_1y,macro_gdp_gdp,macro_gdp_gdp_yoy,macro_gdp_pi,macro_gdp_pi_yoy,macro_gdp_si,macro_gdp_si_yoy,macro_gdp_ti,macro_gdp_ti_yoy,macro_cpi_nt_val,macro_cpi_nt_yoy,macro_cpi_nt_mom,macro_cpi_nt_accu,macro_cpi_town_val,macro_cpi_town_yoy,macro_cpi_town_mom,macro_cpi_town_accu,macro_cpi_cnt_val,macro_cpi_cnt_yoy,macro_cpi_cnt_mom,macro_cpi_cnt_accu,macro_ppi_ppi_yoy,macro_ppi_ppi_mp_yoy,macro_ppi_ppi_mp_qm_yoy,macro_ppi_ppi_mp_rm_yoy,macro_ppi_ppi_mp_p_yoy,macro_ppi_ppi_cg_yoy,macro_ppi_ppi_cg_f_yoy,macro_ppi_ppi_cg_c_yoy,macro_ppi_ppi_cg_adu_yoy,macro_ppi_ppi_cg_dcg_yoy,macro_ppi_ppi_mom,macro_ppi_ppi_mp_mom,macro_ppi_ppi_mp_qm_mom,macro_ppi_ppi_mp_rm_mom,macro_ppi_ppi_mp_p_mom,macro_ppi_ppi_cg_mom,macro_ppi_ppi_cg_f_mom,macro_ppi_ppi_cg_c_mom,macro_ppi_ppi_cg_adu_mom,macro_ppi_ppi_cg_dcg_mom,macro_ppi_ppi_accu,macro_ppi_ppi_mp_accu,macro_ppi_ppi_mp_qm_accu,macro_ppi_ppi_mp_rm_accu,macro_ppi_ppi_mp_p_accu,macro_ppi_ppi_cg_accu,macro_ppi_ppi_cg_f_accu,macro_ppi_ppi_cg_c_accu,macro_ppi_ppi_cg_adu_accu,macro_ppi_ppi_cg_dcg_accu,macro_m_m0,macro_m_m0_yoy,macro_m_m0_mom,macro_m_m1,macro_m_m1_yoy,macro_m_m1_mom,macro_m_m2,macro_m_m2_yoy,macro_m_m2_mom,macro_sf_inc_month,macro_sf_inc_cumval,macro_sf_stk_endval,macro_ust_y5,macro_ust_y7,macro_ust_y10,macro_ust_y20,macro_ust_y30,macro_im_spx_macro_im_ts_code,macro_im_spx_macro_im_open,macro_im_spx_macro_im_close,macro_im_spx_macro_im_high,macro_im_spx_macro_im_low,macro_im_spx_macro_im_pre_close,macro_im_spx_macro_im_change,macro_im_spx_macro_im_pct_chg,macro_im_spx_macro_im_swing,macro_im_spx_macro_im_vol,macro_im_hsi_macro_im_ts_code,macro_im_hsi_macro_im_open,macro_im_hsi_macro_im_close,macro_im_hsi_macro_im_high,macro_im_hsi_macro_im_low,macro_im_hsi_macro_im_pre_close,macro_im_hsi_macro_im_change,macro_im_hsi_macro_im_pct_chg,macro_im_hsi_macro_im_swing,macro_im_hsi_macro_im_vol
2023-12-28,510300.SH,20231228,3.405,3.401,3.498,3.4,3.489,0.084,2.467,23832991.92,8259924.175,1.182,000300.SH,3414.5403,3335.5572,3423.4018,3331.2082,3336.3572,78.1831,2.3434,148064851.0,245855634.464,46953831490140.0,35150570511963.0,4152359325713.0,3090710250247.0,1073003303403.0,0.48,1.38,10.88,10.8,1.2,3335.5572,3423.4018,3331.2082,3414.5403,3336.3572,78.1831,2.3434,148064851.0,245855634.46,-5173.11157,-7664.20767,43.80461,3356.12448,1.971,2.142,0.546,3277.984,3374.457,3470.931,83.23704,64.62272,86.07201,64.57584,-144.54908,-149.69807,71.67108,83.59039,28.05079,16.0761,0.0,2.0,-59.45097,-150.66249,3357.99775,3385.75435,3783.61735,3418.44969,3361.24974,3503.12831,3569.62843,-0.09983,-0.38123,3361.82655,3477.1652,92.60082,39.19694,56.99823,3297.44666,3383.96078,3470.4749,0.0,11.0,3339.36972,3374.45712,3838.27376,3429.11742,3352.07332,3511.17953,3590.56647,19.199,-53.325,-43.726,26.16899,26.30016,55.62337,-12.2627,-56.60343,4455557.49517,50.0,51.389,-0.35785,-1.66319,53.636,44.699,69.813,3283.9883,3389.10585,3494.2234,-0.23674,-0.21209,111.7406,6.356,6.356,3414.03227,3280.14866,3821.59663,3321.57464,1.429,1.937,2.928,2.499,2.556,2.586,2.596,2.611,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.5,-0.5,-0.5,100.3,99.6,-0.4,-0.5,100.3,99.2,-0.8,-0.4,100.1,-3.0,-3.4,-7.3,-3.2,-3.1,-1.2,-1.7,0.1,0.2,-2.2,-0.3,-0.3,-0.3,-0.9,-0.1,-0.2,-0.3,-0.1,0.0,-0.2,-3.1,-3.9,-7.8,-4.5,-3.3,0.0,0.3,1.2,0.6,-1.1,110225.18,10.4,1.53,675903.41,1.3,0.18,2912014.22,10.0,1.03,24554.0,336473.0,376.39,1.72,1.69,1.68,1.77,1.84,SPX,4786.44,4783.35,4793.3,4780.98,4781.58,1.77,0.04,0.26,1484576.0,HSI,16678.23,17043.53,17086.1,16644.43,16624.84,418.69,2.52,2.66,2301329.0
2023-12-29,510300.SH,20231229,3.489,3.488,3.505,3.482,3.499,0.01,0.2866,25188734.84,8806298.908,1.182,000300.SH,3431.1099,3411.1094,3432.5412,3409.5795,3414.5403,16.5696,0.4853,114928932.0,193573180.515,47173032849067.0,35296659005498.0,4152360117713.0,3090703742282.0,1072995680138.0,0.37,1.07,10.93,10.85,1.21,3411.1094,3432.5412,3409.5795,3431.1099,3414.5403,16.5696,0.4853,114928932.0,193573180.51,-4947.08387,-7329.26715,42.75119,3369.79534,1.957,2.48,1.134,3284.857,3371.869,3458.88,84.87863,65.64581,151.90966,78.62403,-134.00368,-148.78137,57.79831,76.64735,24.50835,19.21129,0.0,3.0,-31.55553,-124.06581,3371.29087,3390.07392,3780.80852,3419.26648,3384.53646,3500.76705,3566.58406,-0.02423,-0.32457,3372.48552,3475.35911,113.42972,49.80163,71.01099,3306.50378,3387.8131,3469.12242,0.0,18.0,3348.32554,3371.86855,3836.68213,3424.55213,3370.84968,3506.87274,3586.12213,29.384,-49.652,-34.96,26.12154,26.27708,54.84005,61.5049,-35.78807,4467050.38837,58.333,52.778,1.82529,-1.04773,56.42,46.428,73.041,3283.9883,3386.06065,3488.133,-0.21089,-0.21801,114.20767,0.963,1.165,3432.13353,3297.54006,3819.1798,3319.47403,1.746,1.867,2.949,2.482,2.53,2.555,2.565,2.581,913027.0,5.2,56374.0,4.0,353659.0,4.4,502993.0,6.0,99.5,-0.5,-0.5,100.3,99.6,-0.4,-0.5,100.3,99.2,-0.8,-0.4,100.1,-3.0,-3.4,-7.3,-3.2,-3.1,-1.2,-1.7,0.1,0.2,-2.2,-0.3,-0.3,-0.3,-0.9,-0.1,-0.2,-0.3,-0.1,0.0,-0.2,-3.1,-3.9,-7.8,-4.5,-3.3,0.0,0.3,1.2,0.6,-1.1,110225.18,10.4,1.53,675903.41,1.3,0.18,2912014.22,10.0,1.03,24554.0,336473.0,376.39,1.72,1.72,1.72,1.82,1.9,SPX,4782.88,4769.83,4788.43,4751.99,4783.35,-13.52,-0.28,0.76,1744617.0,HSI,17066.52,17047.39,17095.12,16950.9,17043.53,3.86,0.02,0.85,1570053.0
2024-01-02,510300.SH,20240102,3.499,3.502,3.502,3.451,3.453,-0.046,-1.3147,9429305.78,3269676.679,1.182,000300.SH,3386.3522,3426.2684,3426.2684,3386.3522,3431.1099,-44.7577,-1.3045,116180726.0,184096097.449,46787077051640.0,34982562142587.0,4152372581423.0,3090873702886.0,1073130007461.0,0.38,1.08,10.84,10.77,1.2,3426.2684,3426.2684,3386.3522,3386.3522,3431.1099,-44.7577,-1.3045,116180726.0,184096097.45,-5378.93693,-7024.17074,43.56298,3375.80253,0.383,1.057,-0.023,3290.718,3368.179,3445.641,82.89639,63.91207,106.61377,73.5136,-126.5472,-146.52203,47.55729,70.32417,27.39903,18.31772,1.0,0.0,-63.96535,-105.48905,3374.02929,3389.71947,3777.66544,3417.14298,3385.14171,3497.01575,3562.62292,-0.08529,-0.27634,3374.61886,3471.86864,97.654,56.63768,70.30979,3306.16755,3388.94115,3471.71475,2.0,0.0,3354.02419,3368.17926,3834.90539,3418.21976,3378.62996,3501.89982,3581.70378,29.421,-45.975,-31.264,26.06049,26.22136,46.60984,34.3883,-19.6617,4455432.31577,58.333,54.167,1.02591,-0.57097,47.937,42.667,54.241,3283.9883,3367.03905,3450.0898,-0.1859,-0.22201,111.36594,31.093,37.592,3442.90514,3307.88926,3817.5434,3318.05174,1.586,1.786,2.078,2.398,2.45,2.498,2.515,2.532,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.76,1.75,1.74,1.84,1.91,SPX,4745.2,4742.83,4754.33,4722.67,4769.83,-27.0,-0.57,0.66,2436433.0,HSI,17135.12,16788.55,17135.12,16725.28,17047.39,-258.84,-1.52,2.4,1720670.0
2024-01-03,510300.SH,20240103,3.453,3.446,3.46,3.428,3.443,-0.01,-0.2896,10617502.73,3654757.871,1.182,000300.SH,3378.2971,3379.7501,3392.8504,3362.6617,3386.3522,-8.0551,-0.2379,105613851.0,165099018.643,46851546446297.0,35012673989554.0,4152752137002.0,3091252926332.0,1073130007461.0,0.34,0.98,10.86,10.78,1.2,3379.7501,3392.8504,3362.6617,3378.2971,3386.3522,-8.0551,-0.2379,105613851.0,165099018.64,-5055.3883,-6722.25756,41.75621,3374.63355,-0.008,0.725,-0.126,3290.686,3367.381,3444.077,89.04229,67.11488,58.77133,79.39454,-119.94495,-143.64647,37.65262,63.72007,26.4652,19.17242,2.0,0.0,-59.66914,-89.23303,3374.80526,3388.63163,3774.48323,3414.63679,3382.86017,3493.12333,3558.57181,-0.05885,-0.22333,3375.18474,3468.19917,83.23109,60.43674,68.03485,3305.60016,3387.89308,3470.186,3.0,0.0,3358.44978,3367.38126,3833.07446,3411.46075,3389.33134,3497.25268,3577.80091,27.712,-42.511,-28.655,25.99931,26.15173,46.2676,36.7454,-6.23222,4444870.93067,58.333,54.167,1.09965,-0.17228,46.562,42.028,51.384,3283.9883,3358.26475,3432.5412,-0.16321,-0.22391,110.78992,36.515,44.148,3453.16491,3317.74667,3816.9024,3317.49461,1.604,1.805,1.877,2.354,2.423,2.479,2.497,2.509,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.73,1.71,1.71,1.81,1.89,SPX,4725.07,4704.81,4729.29,4699.71,4742.83,-38.02,-0.8,0.62,2462781.0,HSI,16624.92,16646.41,16657.51,16564.8,16788.55,-142.14,-0.85,0.55,1577462.0
2024-01-04,510300.SH,20240104,3.443,3.442,3.442,3.387,3.413,-0.03,-0.8713,16661524.81,5674869.534,1.182,000300.SH,3347.0519,3375.0207,3375.0207,3323.8647,3378.2971,-31.2452,-0.9249,106721013.0,165512262.699,46645272632892.0,34790190750812.0,4152872505170.0,3091373275450.0,1073535489317.0,0.35,0.99,10.81,10.73,1.19,3375.0207,3375.0207,3323.8647,3347.0519,3378.2971,-31.2452,-0.9249,106721013.0,165512262.7,-5714.36481,-6428.82459,42.61125,3368.26792,-1.042,-0.251,-0.867,3289.059,3364.754,3440.448,80.9346,61.42809,-8.07289,74.08198,-111.84186,-139.67974,28.66326,57.57184,29.60305,18.97386,3.0,0.0,-78.56864,-73.64395,3369.75919,3384.67165,3771.0774,3410.27647,3370.92408,3488.3341,3553.92302,-0.06727,-0.17461,3370.85661,3463.4483,48.91115,58.79023,55.4972,3299.21148,3384.15524,3469.099,4.0,0.0,3363.40475,3364.75396,3831.1498,3404.88194,3391.47028,3491.91107,3573.2323,21.975,-39.764,-28.777,25.94161,26.0841,45.52625,17.6862,9.16075,4434198.82937,58.333,55.556,0.53122,0.28235,41.524,39.625,41.269,3283.9883,3358.26475,3432.5412,-0.14608,-0.22388,95.59021,57.548,69.578,3456.70103,3321.14413,3815.74681,3316.49022,1.589,1.783,1.882,2.329,2.399,2.456,2.48,2.496,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.79,1.78,1.77,1.88,1.96,SPX,4697.42,4688.68,4726.78,4687.53,4704.81,-16.13,-0.34,0.83,2367125.0,HSI,16673.4,16645.98,16673.4,16516.33,16646.41,-0.43,0.0,0.94,1789349.0
2024-01-05,510300.SH,20240105,3.413,3.404,3.439,3.377,3.396,-0.017,-0.4981,16996696.66,5796964.474,1.182,000300.SH,3329.1114,3341.3061,3372.5444,3313.5542,3347.0519,-17.9405,-0.536,126400574.0,182251664.948,46424782844398.0,34636396507152.0,4152872505181.0,3091377507978.0,1073660070963.0,0.41,1.18,10.76,10.68,1.19,3341.3061,3372.5444,3313.5542,3329.1114,3347.0519,-17.9405,-0.536,126400574.0,182251664.95,-5648.82675,-6128.59985,43.82876,3362.31611,-1.537,-0.773,-1.211,3285.459,3361.645,3437.832,87.5492,65.37624,-30.11259,77.5238,-108.31704,-135.49943,19.76688,51.4264,28.94801,18.65478,4.0,0.0,-84.97661,-63.03104,3362.36869,3379.3802,3767.55576,3405.04002,3356.98652,3483.11369,3548.9821,-0.0524,-0.12999,3364.43427,3458.18018,20.24681,53.28402,42.27162,3294.1295,3379.79792,3465.46634,6.0,0.0,3363.22891,3361.64541,3829.09229,3397.13498,3374.3845,3485.68989,3569.14871,15.662,-37.806,-29.975,25.95326,26.04087,44.64021,-4.9298,22.18872,4421558.77197,50.0,55.556,-0.14786,0.66273,38.888,38.312,36.339,3283.9883,3358.26475,3432.5412,-0.13483,-0.22222,93.69931,84.18,86.925,3444.4932,3309.41504,3813.81822,3314.81397,1.588,1.77,1.978,2.32,2.396,2.448,2.472,2.491,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.83,1.83,1.83,1.94,2.02,SPX,4690.57,4697.24,4721.49,4682.11,4688.68,8.56,0.18,0.84,2204800.0,HSI,16573.12,16535.33,16745.73,16455.57,16645.98,-110.65,-0.66,1.74,1936600.0
2024-01-08,510300.SH,20240108,3.396,3.389,3.403,3.346,3.349,-0.047,-1.384,17304243.86,5816612.453,1.182,000300.SH,3286.0564,3322.6051,3333.516,3283.3421,3329.1114,-43.055,-1.2933,117429485.0,170761644.873,45943795594100.0,34247877187371.0,4152875736250.0,3093943536477.0,1073662398607.0,0.38,1.09,10.65,10.57,1.17,3322.6051,3333.516,3283.3421,3286.0564,3329.1114,-43.055,-1.2933,117429485.0,170761644.87,-6551.29069,-6033.38811,45.04063,3347.61987,-2.191,-2.029,-2.278,3275.152,3355.975,3436.799,81.0868,60.05027,-111.49769,66.85361,-107.90763,-131.3082,19.10133,45.38621,29.2632,18.26374,5.0,0.0,-117.99258,-72.78798,3348.49372,3370.49222,3763.71911,3397.36366,3333.34315,3476.65279,3543.20352,-0.06206,-0.1054,3352.37614,3451.43023,-3.87454,45.11851,28.7875,3285.21994,3372.29064,3459.36134,1195.0,0.0,3358.11174,3355.97514,3826.6851,3388.73657,3345.3738,3479.40065,3564.28901,6.079,-37.046,-34.007,26.04699,26.02053,43.8574,-11.4458,22.32487,4409815.82347,50.0,55.556,-0.34711,0.66452,33.347,35.377,27.039,3283.3421,3357.94165,3432.5412,-0.13197,-0.21949,79.70628,98.181,98.181,3418.20935,3284.16193,3808.60756,3310.28507,1.585,1.772,1.999,2.312,2.396,2.444,2.46,2.485,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.78,1.79,1.79,1.9,1.98,SPX,4703.7,4763.54,4764.54,4699.82,4697.24,66.3,1.41,1.38,2298968.0,HSI,16581.86,16224.45,16592.06,16144.56,16535.33,-310.88,-1.88,2.71,2227172.0
2024-01-09,510300.SH,20240109,3.349,3.351,3.371,3.339,3.357,0.008,0.2389,11312178.13,3794394.933,1.182,000300.SH,3292.4994,3286.7083,3304.6008,3273.8431,3286.0564,6.443,0.1961,109330465.0,172276323.045,45991308497094.0,34303120642668.0,4152876155968.0,3093945895845.0,1073664757975.0,0.35,1.02,10.66,10.58,1.17,3286.7083,3304.6008,3273.8431,3292.4994,3286.0564,6.443,0.1961,109330465.0,172276323.04,-6694.19705,-6002.75474,42.59249,3334.91206,-1.321,-1.743,-1.963,3269.808,3349.627,3429.447,88.22411,65.5956,-120.87337,65.00667,-107.57732,-126.9222,21.27517,39.53674,30.63551,18.31904,0.0,1.0,-103.325,-84.74955,3338.31294,3363.06433,3759.96437,3390.59822,3319.72856,3470.61498,3537.69354,-0.08261,-0.08572,3343.16433,3445.19765,-6.23404,37.78244,23.11028,3274.97088,3364.48338,3453.99588,0.0,1.0,3352.6166,3349.62737,3824.37004,3381.4218,3326.60324,3473.83236,3559.65954,1.251,-36.89,-36.265,26.16532,26.02783,43.14837,-38.3704,5.67898,4420748.86997,50.0,54.167,-1.15196,0.16831,34.862,36.141,30.245,3273.8431,3353.19215,3432.5412,-0.13326,-0.21616,93.67376,88.244,87.76,3396.69336,3263.48969,3803.59634,3305.92953,1.582,1.79,1.997,2.304,2.397,2.438,2.457,2.48,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.8,1.8,1.8,1.91,1.99,SPX,4741.93,4756.5,4765.47,4730.35,4763.54,-7.04,-0.15,0.74,2236453.0,HSI,16256.1,16190.02,16414.79,16190.02,16224.45,-34.43,-0.21,1.39,1937380.0
2024-01-10,510300.SH,20240110,3.357,3.35,3.381,3.332,3.341,-0.016,-0.4766,9582540.57,3211385.597,1.182,000300.SH,3277.129,3281.6692,3312.9161,3268.2471,3292.4994,-15.3704,-0.4668,94199366.0,159777649.838,45697149536931.0,34128655210184.0,4152830877485.0,3093900617362.0,1073613208092.0,0.3,0.88,10.59,10.51,1.17,3281.6692,3312.9161,3268.2471,3277.129,3292.4994,-15.3704,-0.4668,94199366.0,159777649.84,-6380.22789,-5902.86165,43.75373,3322.90624,-1.242,-2.055,-2.272,3264.638,3342.144,3419.649,93.66198,67.73121,-121.10933,61.12873,-106.43591,-122.03115,20.87483,34.21606,27.86326,19.5788,1.0,0.0,-109.00875,-92.25679,3327.18859,3354.88002,3756.11708,3383.27763,3305.52871,3464.27117,3531.96684,-0.05206,-0.06496,3333.00505,3438.60672,-10.22252,30.92459,17.20888,3264.87451,3357.01805,3449.16159,1197.0,0.0,3347.85048,3342.14367,3822.05175,3373.37533,3306.36962,3467.79448,3554.37632,-3.13,-37.281,-38.846,26.20987,26.05273,43.1176,-60.0991,-10.06892,4411328.93337,41.667,51.389,-1.80087,-0.30282,32.915,35.108,26.865,3268.2471,3350.39415,3432.5412,-0.13816,-0.21272,93.87177,94.594,92.872,3377.48242,3245.03212,3798.41534,3301.42642,1.588,1.797,1.911,2.298,2.4,2.434,2.454,2.477,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.81,1.81,1.82,1.93,2.01,SPX,4759.94,4783.45,4790.8,4756.2,4756.5,26.95,0.57,0.73,2160956.0,HSI,16143.97,16097.28,16247.3,16036.42,16190.02,-92.74,-0.57,1.3,1788114.0
2024-01-11,510300.SH,20240111,3.341,3.341,3.38,3.334,3.36,0.019,0.5687,12662371.58,4254642.486,1.182,000300.SH,3295.6717,3275.3086,3311.1137,3266.7911,3277.129,18.5427,0.5658,108789735.0,180978533.6,45694864857814.0,34166811721123.0,4152720076871.0,3093792459192.0,1073505046172.0,0.35,1.01,10.59,10.51,1.17,3275.3086,3311.1137,3266.7911,3295.6717,3277.129,18.5427,0.5658,108789735.0,180978533.6,-4491.78533,-5603.52132,43.10996,3318.26189,-0.27,-1.374,-1.602,3259.494,3338.447,3417.4,108.95872,79.25527,-101.74951,69.50359,-104.99736,-117.2122,20.53022,29.09142,26.38505,19.94023,0.0,1.0,-82.86855,-96.12335,3321.45824,3349.24113,3752.44819,3377.62563,3302.24304,3458.74332,3526.77354,-0.0383,-0.05812,3327.26146,3433.00143,-0.91126,26.37661,17.28065,3256.05942,3350.74892,3445.43842,0.0,3.0,3343.78193,3338.44701,3819.7479,3366.95414,3296.09358,3462.54606,3548.8826,-2.665,-37.614,-38.947,26.12181,26.07314,43.31982,-51.7791,-24.823,4422207.90687,41.667,48.611,-1.54682,-0.7439,37.509,37.362,37.048,3266.7911,3349.66615,3432.5412,-0.14248,-0.20905,109.51133,82.576,73.315,3366.07162,3234.06882,3794.65585,3298.15882,1.627,1.799,1.932,2.296,2.4,2.43,2.45,2.476,1260582.1,5.2,89755.2,4.1,482588.5,4.7,688238.4,5.8,99.7,-0.3,0.1,100.2,99.7,-0.3,0.1,100.3,99.5,-0.5,0.1,100.1,-2.7,-3.3,-7.0,-2.8,-3.2,-1.2,-1.4,0.1,-0.1,-2.2,-0.3,-0.3,-1.1,-0.5,-0.2,-0.1,-0.3,-0.2,-0.2,0.1,-3.0,-3.9,-7.7,-4.4,-3.3,-0.1,0.2,1.1,0.5,-1.1,113444.64,8.3,2.92,680542.52,1.3,0.69,2922713.33,9.7,0.37,19326.0,355799.0,378.08,1.72,1.73,1.76,1.89,1.98,SPX,4792.13,4780.24,4798.5,4739.58,4783.45,-3.21,-0.07,1.23,2320940.0,HSI,16154.17,16302.04,16459.92,16106.83,16097.28,204.76,1.27,2.19,1970866.0
